sensor,date,measurement
humidity,2023-04-25 13:36:26.751386,9
weight,2023-04-25 13:36:26.751388,118
weight,2023-04-25 13:36:26.751390,55
temperature,2023-04-25 13:36:26.751393,176
weight,2023-04-25 13:36:26.751395,38
light,2023-04-25 13:36:26.751397,962
light,2023-04-25 13:36:26.751398,4033
light,2023-04-25 13:36:26.751401,5555
light,2023-04-25 13:36:26.751402,4286
temperature,2023-04-25 13:36:26.751404,173
light,2023-04-25 13:36:26.751406,3800
light,2023-04-25 13:36:26.751408,
humidity,2023-04-25 13:36:26.751410,13
temperature,2023-04-25 13:36:26.751412,99
temperature,2023-04-25 13:36:26.751413,126
weight,2023-04-25 13:36:26.751415,185
humidity,2023-04-25 13:36:26.751417,69
weight,2023-04-25 13:36:26.751419,181
humidity,2023-04-25 13:36:26.751421,76
temperature,2023-04-25 13:36:26.751423,189
weight,2023-04-25 13:36:26.751425,26
weight,2023-04-25 13:36:26.751427,197
humidity,2023-04-25 13:36:26.751429,44
temperature,2023-04-25 13:36:26.751433,132
temperature,2023-04-25 13:36:26.751434,143
light,2023-04-25 13:36:26.751436,426
weight,2023-04-25 13:36:26.751440,166
weight,2023-04-25 13:36:26.751442,34
temperature,2023-04-25 13:36:26.751444,93
weight,2023-04-25 13:36:26.751446,11
light,2023-04-25 13:36:26.751448,4959
light,2023-04-25 13:36:26.751449,5779
weight,2023-04-25 13:36:26.751451,45
light,2023-04-25 13:36:26.751453,1783
humidity,2023-04-25 13:36:26.751455,77
weight,2023-04-25 13:36:26.751457,120
light,2023-04-25 13:36:26.751459,3679
weight,2023-04-25 13:36:26.751461,25
weight,2023-04-25 13:36:26.751463,E1
weight,2023-04-25 13:36:26.751466,128
light,2023-04-25 13:36:26.751468,5924
temperature,2023-04-25 13:36:26.751470,91
light,2023-04-25 13:36:26.751472,3702
weight,2023-04-25 13:36:26.751474,91
weight,2023-04-25 13:36:26.751476,25
temperature,2023-04-25 13:36:26.751477,63
weight,2023-04-25 13:36:26.751479,115
temperature,2023-04-25 13:36:26.751481,96
weight,2023-04-25 13:36:26.751483,148
temperature,2023-04-25 13:36:26.751486,133
humidity,2023-04-25 13:36:26.751488,92
light,2023-04-25 13:36:26.751490,4526
weight,2023-04-25 13:36:26.751492,117
light,2023-04-25 13:36:26.751494,3254
temperature,2023-04-25 13:36:26.751496,118
light,2023-04-25 13:36:26.751498,1514
light,2023-04-25 13:36:26.751500,2469
weight,2023-04-25 13:36:26.751501,150
light,2023-04-25 13:36:26.751504,676
light,2023-04-25 13:36:26.751506,2341
humidity,2023-04-25 13:36:26.751508,8
humidity,2023-04-25 13:36:26.751509,66
weight,2023-04-25 13:36:26.751511,160
temperature,2023-04-25 13:36:26.751513,19
temperature,2023-04-25 13:36:26.751515,192
humidity,2023-04-25 13:36:26.751517,36
humidity,2023-04-25 13:36:26.751519,0
temperature,2023-04-25 13:36:26.751521,2
humidity,2023-04-25 13:36:26.751522,3
weight,2023-04-25 13:36:26.751524,102
temperature,2023-04-25 13:36:26.751526,124
light,2023-04-25 13:36:26.751528,E8
humidity,2023-04-25 13:36:26.751531,13
light,2023-04-25 13:36:26.751533,246
light,2023-04-25 13:36:26.751535,1139
humidity,2023-04-25 13:36:26.751537,15
light,2023-04-25 13:36:26.751539,4087
weight,2023-04-25 13:36:26.751540,45
weight,2023-04-25 13:36:26.751542,39
temperature,2023-04-25 13:36:26.751544,54
weight,2023-04-25 13:36:26.751546,121
humidity,2023-04-25 13:36:26.751548,31
humidity,2023-04-25 13:36:26.751550,53
humidity,2023-04-25 13:36:26.751551,E7
humidity,2023-04-25 13:36:26.751553,61
weight,2023-04-25 13:36:26.751555,105
temperature,2023-04-25 13:36:26.751557,199
humidity,2023-04-25 13:36:26.751559,24
temperature,2023-04-25 13:36:26.751560,73
light,2023-04-25 13:36:26.751562,E0
temperature,2023-04-25 13:36:26.751564,133
humidity,2023-04-25 13:36:26.751566,25
light,2023-04-25 13:36:26.751568,2905
humidity,2023-04-25 13:36:26.751569,7
weight,2023-04-25 13:36:26.751571,36
weight,2023-04-25 13:36:26.751575,181
humidity,2023-04-25 13:36:26.751577,86
light,2023-04-25 13:36:26.751579,E9
temperature,2023-04-25 13:36:26.751581,1
weight,2023-04-25 13:36:26.751583,153
weight,2023-04-25 13:36:26.751585,48
light,2023-04-25 13:36:26.751586,5919
light,2023-04-25 13:36:26.751590,5655
temperature,2023-04-25 13:36:26.751593,71
weight,2023-04-25 13:36:26.751594,139
temperature,2023-04-25 13:36:26.751596,185
weight,2023-04-25 13:36:26.751598,E7
humidity,2023-04-25 13:36:26.751601,2
temperature,2023-04-25 13:36:26.751603,47
weight,2023-04-25 13:36:26.751606,162
light,2023-04-25 13:36:26.751608,181
weight,2023-04-25 13:36:26.751610,76
humidity,2023-04-25 13:36:26.751612,74
humidity,2023-04-25 13:36:26.751613,67
humidity,2023-04-25 13:36:26.751615,69
temperature,2023-04-25 13:36:26.751617,54
weight,2023-04-25 13:36:26.751619,199
temperature,2023-04-25 13:36:26.751621,108
weight,2023-04-25 13:36:26.751625,3
weight,2023-04-25 13:36:26.751626,E1
weight,2023-04-25 13:36:26.751628,35
temperature,2023-04-25 13:36:26.751630,80
light,2023-04-25 13:36:26.751632,5226
humidity,2023-04-25 13:36:26.751634,12
temperature,2023-04-25 13:36:26.751636,73
light,2023-04-25 13:36:26.751637,306
temperature,2023-04-25 13:36:26.751639,3
weight,2023-04-25 13:36:26.751641,187
weight,2023-04-25 13:36:26.751643,141
temperature,2023-04-25 13:36:26.751647,29
weight,2023-04-25 13:36:26.751649,107
temperature,2023-04-25 13:36:26.751650,E6
light,2023-04-25 13:36:26.751652,765
humidity,2023-04-25 13:36:26.751654,69
humidity,2023-04-25 13:36:26.751656,91
light,2023-04-25 13:36:26.751658,E1
humidity,2023-04-25 13:36:26.751659,79
humidity,2023-04-25 13:36:26.751661,33
light,2023-04-25 13:36:26.751663,5036
temperature,2023-04-25 13:36:26.751665,155
humidity,2023-04-25 13:36:26.751667,96
weight,2023-04-25 13:36:26.751670,142
humidity,2023-04-25 13:36:26.751672,59
temperature,2023-04-25 13:36:26.751674,20
temperature,2023-04-25 13:36:26.751676,125
light,2023-04-25 13:36:26.751678,4527
temperature,2023-04-25 13:36:26.751680,178
weight,2023-04-25 13:36:26.751681,52
light,2023-04-25 13:36:26.751683,2996
humidity,2023-04-25 13:36:26.751685,Test
light,2023-04-25 13:36:26.751687,1731
humidity,2023-04-25 13:36:26.751689,27
temperature,2023-04-25 13:36:26.751691,103
humidity,2023-04-25 13:36:26.751692,E1
weight,2023-04-25 13:36:26.751694,181
weight,2023-04-25 13:36:26.751696,182
light,2023-04-25 13:36:26.751698,3066
humidity,2023-04-25 13:36:26.751699,6
light,2023-04-25 13:36:26.751701,2136
temperature,2023-04-25 13:36:26.751703,188
weight,2023-04-25 13:36:26.751705,39
weight,2023-04-25 13:36:26.751707,182
weight,2023-04-25 13:36:26.751709,126
temperature,2023-04-25 13:36:26.751711,85
temperature,2023-04-25 13:36:26.751715,156
humidity,2023-04-25 13:36:26.751720,51
temperature,2023-04-25 13:36:26.751722,53
temperature,2023-04-25 13:36:26.751724,64
temperature,2023-04-25 13:36:26.751726,153
weight,2023-04-25 13:36:26.751728,E3
weight,2023-04-25 13:36:26.751730,159
weight,2023-04-25 13:36:26.751731,167
humidity,2023-04-25 13:36:26.751733,58
weight,2023-04-25 13:36:26.751735,170
temperature,2023-04-25 13:36:26.751737,38
light,2023-04-25 13:36:26.751739,5095
humidity,2023-04-25 13:36:26.751741,41
humidity,2023-04-25 13:36:26.751742,35
light,2023-04-25 13:36:26.751744,1801
humidity,2023-04-25 13:36:26.751746,28
temperature,2023-04-25 13:36:26.751748,159
light,2023-04-25 13:36:26.751750,3525
light,2023-04-25 13:36:26.751752,5733
humidity,2023-04-25 13:36:26.751754,65
humidity,2023-04-25 13:36:26.751756,64
light,2023-04-25 13:36:26.751758,E5
light,2023-04-25 13:36:26.751759,E2
light,2023-04-25 13:36:26.751762,5094
light,2023-04-25 13:36:26.751764,61
weight,2023-04-25 13:36:26.751766,93
weight,2023-04-25 13:36:26.751768,121
humidity,2023-04-25 13:36:26.751772,84
temperature,2023-04-25 13:36:26.751774,117
light,2023-04-25 13:36:26.751775,5477
light,2023-04-25 13:36:26.751778,4746
temperature,2023-04-25 13:36:26.751779,10
temperature,2023-04-25 13:36:26.751781,54
weight,2023-04-25 13:36:26.751783,174
weight,2023-04-25 13:36:26.751785,43
humidity,2023-04-25 13:36:26.751787,1
light,2023-04-25 13:36:26.751789,280
humidity,2023-04-25 13:36:26.751791,22
humidity,2023-04-25 13:36:26.751793,89
light,2023-04-25 13:36:26.751795,1430
humidity,2023-04-25 13:36:26.751796,29
temperature,2023-04-25 13:36:26.751798,168
light,2023-04-25 13:36:26.751800,1629
weight,2023-04-25 13:36:26.751802,Test
light,2023-04-25 13:36:26.751803,E6
temperature,2023-04-25 13:36:26.751805,11
light,2023-04-25 13:36:26.751808,1507
humidity,2023-04-25 13:36:26.751810,12
temperature,2023-04-25 13:36:26.751812,148
humidity,2023-04-25 13:36:26.751814,12
humidity,2023-04-25 13:36:26.751816,16
weight,2023-04-25 13:36:26.751818,E2
humidity,2023-04-25 13:36:26.751819,6
weight,2023-04-25 13:36:26.751821,15
humidity,2023-04-25 13:36:26.751823,25
light,2023-04-25 13:36:26.751825,4684
temperature,2023-04-25 13:36:26.751827,155
humidity,2023-04-25 13:36:26.751829,9
light,2023-04-25 13:36:26.751830,5729
weight,2023-04-25 13:36:26.751832,165
light,2023-04-25 13:36:26.751834,5791
temperature,2023-04-25 13:36:26.751836,176
weight,2023-04-25 13:36:26.751838,43
temperature,2023-04-25 13:36:26.751840,18
light,2023-04-25 13:36:26.751844,1419
weight,2023-04-25 13:36:26.751845,196
temperature,2023-04-25 13:36:26.751847,44
weight,2023-04-25 13:36:26.751849,195
weight,2023-04-25 13:36:26.751851,125
light,2023-04-25 13:36:26.751855,1858
light,2023-04-25 13:36:26.751858,3263
light,2023-04-25 13:36:26.751859,
temperature,2023-04-25 13:36:26.751861,114
weight,2023-04-25 13:36:26.751863,14
weight,2023-04-25 13:36:26.751865,192
light,2023-04-25 13:36:26.751867,E5
light,2023-04-25 13:36:26.751868,5172
weight,2023-04-25 13:36:26.751870,70
temperature,2023-04-25 13:36:26.751872,4
light,2023-04-25 13:36:26.751874,2138
light,2023-04-25 13:36:26.751876,5911
temperature,2023-04-25 13:36:26.751878,145
weight,2023-04-25 13:36:26.751880,54
temperature,2023-04-25 13:36:26.751882,
weight,2023-04-25 13:36:26.751883,177
light,2023-04-25 13:36:26.751885,4167
temperature,2023-04-25 13:36:26.751887,68
humidity,2023-04-25 13:36:26.751889,29
weight,2023-04-25 13:36:26.751891,&^%$
light,2023-04-25 13:36:26.751893,1527
weight,2023-04-25 13:36:26.751894,85
temperature,2023-04-25 13:36:26.751896,125
humidity,2023-04-25 13:36:26.751904,E7
weight,2023-04-25 13:36:26.751905,190
temperature,2023-04-25 13:36:26.751907,E8
humidity,2023-04-25 13:36:26.751909,57
weight,2023-04-25 13:36:26.751911,&^%$
weight,2023-04-25 13:36:26.751912,97
light,2023-04-25 13:36:26.751914,1297
humidity,2023-04-25 13:36:26.751916,65
weight,2023-04-25 13:36:26.751918,144
light,2023-04-25 13:36:26.751920,4427
light,2023-04-25 13:36:26.751922,1372
temperature,2023-04-25 13:36:26.751924,61
weight,2023-04-25 13:36:26.751925,E2
humidity,2023-04-25 13:36:26.751927,10
humidity,2023-04-25 13:36:26.751929,72
light,2023-04-25 13:36:26.751931,3264
humidity,2023-04-25 13:36:26.751933,0
light,2023-04-25 13:36:26.751935,E4
light,2023-04-25 13:36:26.751936,3093
humidity,2023-04-25 13:36:26.751940,44
humidity,2023-04-25 13:36:26.751942,31
weight,2023-04-25 13:36:26.751944,162
humidity,2023-04-25 13:36:26.751946,69
temperature,2023-04-25 13:36:26.751949,37
weight,2023-04-25 13:36:26.751951,27
temperature,2023-04-25 13:36:26.751953,198
humidity,2023-04-25 13:36:26.751955,1
humidity,2023-04-25 13:36:26.751957,60
temperature,2023-04-25 13:36:26.751958,E5
humidity,2023-04-25 13:36:26.751960,32
humidity,2023-04-25 13:36:26.751962,55
light,2023-04-25 13:36:26.751964,4651
temperature,2023-04-25 13:36:26.751966,120
weight,2023-04-25 13:36:26.751968,Test
humidity,2023-04-25 13:36:26.751969,13
light,2023-04-25 13:36:26.751973,5000
temperature,2023-04-25 13:36:26.751975,152
humidity,2023-04-25 13:36:26.751977,88
weight,2023-04-25 13:36:26.751978,190
temperature,2023-04-25 13:36:26.751980,84
temperature,2023-04-25 13:36:26.751983,163
weight,2023-04-25 13:36:26.751984,130
humidity,2023-04-25 13:36:26.751986,E9
humidity,2023-04-25 13:36:26.751988,51
light,2023-04-25 13:36:26.751990,3941
weight,2023-04-25 13:36:26.751992,104
humidity,2023-04-25 13:36:26.751995,73
humidity,2023-04-25 13:36:26.751997,0
temperature,2023-04-25 13:36:26.751999,93
humidity,2023-04-25 13:36:26.752001,45
weight,2023-04-25 13:36:26.752003,148
weight,2023-04-25 13:36:26.752005,E6
humidity,2023-04-25 13:36:26.752006,78
light,2023-04-25 13:36:26.752008,4757
weight,2023-04-25 13:36:26.752012,24
humidity,2023-04-25 13:36:26.752014,83
humidity,2023-04-25 13:36:26.752016,70
temperature,2023-04-25 13:36:26.752018,102
weight,2023-04-25 13:36:26.752019,111
weight,2023-04-25 13:36:26.752021,181
humidity,2023-04-25 13:36:26.752023,E7
temperature,2023-04-25 13:36:26.752025,49
humidity,2023-04-25 13:36:26.752027,33
light,2023-04-25 13:36:26.752029,1394
weight,2023-04-25 13:36:26.752031,182
temperature,2023-04-25 13:36:26.752033,45
light,2023-04-25 13:36:26.752035,1068
light,2023-04-25 13:36:26.752037,2361
light,2023-04-25 13:36:26.752038,685
weight,2023-04-25 13:36:26.752042,139
temperature,2023-04-25 13:36:26.752044,24
weight,2023-04-25 13:36:26.752045,139
temperature,2023-04-25 13:36:26.752047,32
weight,2023-04-25 13:36:26.752050,27
light,2023-04-25 13:36:26.752051,5380
light,2023-04-25 13:36:26.752053,1353
light,2023-04-25 13:36:26.752055,4190
temperature,2023-04-25 13:36:26.752057,&^%$
temperature,2023-04-25 13:36:26.752059,181
light,2023-04-25 13:36:26.752061,2695
temperature,2023-04-25 13:36:26.752063,E5
weight,2023-04-25 13:36:26.752065,135
weight,2023-04-25 13:36:26.752066,163
humidity,2023-04-25 13:36:26.752068,1
light,2023-04-25 13:36:26.752070,386
humidity,2023-04-25 13:36:26.752072,58
humidity,2023-04-25 13:36:26.752074,86
weight,2023-04-25 13:36:26.752076,53
light,2023-04-25 13:36:26.752078,3459
temperature,2023-04-25 13:36:26.752080,17
weight,2023-04-25 13:36:26.752082,161
weight,2023-04-25 13:36:26.752084,
light,2023-04-25 13:36:26.752088,5201
humidity,2023-04-25 13:36:26.752090,77
weight,2023-04-25 13:36:26.752091,14
humidity,2023-04-25 13:36:26.752093,23
temperature,2023-04-25 13:36:26.752095,E3
temperature,2023-04-25 13:36:26.752097,169
light,2023-04-25 13:36:26.752100,2395
light,2023-04-25 13:36:26.752102,141
temperature,2023-04-25 13:36:26.752104,0
weight,2023-04-25 13:36:26.752106,121
light,2023-04-25 13:36:26.752108,3869
temperature,2023-04-25 13:36:26.752111,172
temperature,2023-04-25 13:36:26.752113,32
temperature,2023-04-25 13:36:26.752115,13
light,2023-04-25 13:36:26.752117,5520
light,2023-04-25 13:36:26.752119,2337
humidity,2023-04-25 13:36:26.752121,95
temperature,2023-04-25 13:36:26.752123,1
humidity,2023-04-25 13:36:26.752125,67
weight,2023-04-25 13:36:26.752127,69
temperature,2023-04-25 13:36:26.752129,145
light,2023-04-25 13:36:26.752131,E6
temperature,2023-04-25 13:36:26.752132,162
humidity,2023-04-25 13:36:26.752136,25
humidity,2023-04-25 13:36:26.752138,E1
temperature,2023-04-25 13:36:26.752139,90
light,2023-04-25 13:36:26.752141,5773
humidity,2023-04-25 13:36:26.752143,Test
light,2023-04-25 13:36:26.752145,2075
light,2023-04-25 13:36:26.752147,954
humidity,2023-04-25 13:36:26.752149,46
humidity,2023-04-25 13:36:26.752151,100
temperature,2023-04-25 13:36:26.752152,63
humidity,2023-04-25 13:36:26.752154,36
light,2023-04-25 13:36:26.752156,1913
humidity,2023-04-25 13:36:26.752158,24
weight,2023-04-25 13:36:26.752160,194
light,2023-04-25 13:36:26.752162,4980
temperature,2023-04-25 13:36:26.752164,48
weight,2023-04-25 13:36:26.752166,153
humidity,2023-04-25 13:36:26.752168,90
humidity,2023-04-25 13:36:26.752170,70
weight,2023-04-25 13:36:26.752172,15
humidity,2023-04-25 13:36:26.752173,80
light,2023-04-25 13:36:26.752175,5792
light,2023-04-25 13:36:26.752177,2204
temperature,2023-04-25 13:36:26.752181,70
weight,2023-04-25 13:36:26.752182,E2
humidity,2023-04-25 13:36:26.752184,8
light,2023-04-25 13:36:26.752186,1076
temperature,2023-04-25 13:36:26.752188,200
light,2023-04-25 13:36:26.752190,2791
weight,2023-04-25 13:36:26.752192,75
humidity,2023-04-25 13:36:26.752193,91
weight,2023-04-25 13:36:26.752195,Test
humidity,2023-04-25 13:36:26.752197,54
weight,2023-04-25 13:36:26.752199,29
weight,2023-04-25 13:36:26.752201,190
light,2023-04-25 13:36:26.752203,3385
humidity,2023-04-25 13:36:26.752204,18
light,2023-04-25 13:36:26.752206,2166
weight,2023-04-25 13:36:26.752208,56
weight,2023-04-25 13:36:26.752210,46
temperature,2023-04-25 13:36:26.752212,68
light,2023-04-25 13:36:26.752214,3112
temperature,2023-04-25 13:36:26.752216,110
temperature,2023-04-25 13:36:26.752218,77
weight,2023-04-25 13:36:26.752220,82
weight,2023-04-25 13:36:26.752222,192
light,2023-04-25 13:36:26.752227,4519
weight,2023-04-25 13:36:26.752228,29
humidity,2023-04-25 13:36:26.752230,E4
weight,2023-04-25 13:36:26.752232,6
light,2023-04-25 13:36:26.752234,2701
temperature,2023-04-25 13:36:26.752236,188
weight,2023-04-25 13:36:26.752238,50
weight,2023-04-25 13:36:26.752240,129
light,2023-04-25 13:36:26.752242,1292
weight,2023-04-25 13:36:26.752244,50
weight,2023-04-25 13:36:26.752245,90
light,2023-04-25 13:36:26.752247,2248
temperature,2023-04-25 13:36:26.752249,69
light,2023-04-25 13:36:26.752251,E4
weight,2023-04-25 13:36:26.752253,73
weight,2023-04-25 13:36:26.752254,8
weight,2023-04-25 13:36:26.752256,151
temperature,2023-04-25 13:36:26.752258,108
temperature,2023-04-25 13:36:26.752260,154
light,2023-04-25 13:36:26.752262,3874
temperature,2023-04-25 13:36:26.752264,128
humidity,2023-04-25 13:36:26.752266,8
humidity,2023-04-25 13:36:26.752268,24
temperature,2023-04-25 13:36:26.752271,E5
light,2023-04-25 13:36:26.752273,1243
humidity,2023-04-25 13:36:26.752274,67
humidity,2023-04-25 13:36:26.752278,42
humidity,2023-04-25 13:36:26.752280,E3
weight,2023-04-25 13:36:26.752282,160
humidity,2023-04-25 13:36:26.752283,14
weight,2023-04-25 13:36:26.752285,59
light,2023-04-25 13:36:26.752287,5436
temperature,2023-04-25 13:36:26.752289,150
humidity,2023-04-25 13:36:26.752291,10
weight,2023-04-25 13:36:26.752293,136
humidity,2023-04-25 13:36:26.752295,84
temperature,2023-04-25 13:36:26.752297,163
weight,2023-04-25 13:36:26.752299,34
temperature,2023-04-25 13:36:26.752300,113
weight,2023-04-25 13:36:26.752302,E2
humidity,2023-04-25 13:36:26.752304,9
temperature,2023-04-25 13:36:26.752306,184
humidity,2023-04-25 13:36:26.752308,37
temperature,2023-04-25 13:36:26.752310,182
light,2023-04-25 13:36:26.752311,5324
light,2023-04-25 13:36:26.752313,357
humidity,2023-04-25 13:36:26.752317,17
humidity,2023-04-25 13:36:26.752319,26
light,2023-04-25 13:36:26.752321,E5
temperature,2023-04-25 13:36:26.752322,6
weight,2023-04-25 13:36:26.752325,36
humidity,2023-04-25 13:36:26.752326,83
weight,2023-04-25 13:36:26.752328,E4
humidity,2023-04-25 13:36:26.752330,19
light,2023-04-25 13:36:26.752332,4202
light,2023-04-25 13:36:26.752333,5598
temperature,2023-04-25 13:36:26.752335,81
weight,2023-04-25 13:36:26.752337,85
weight,2023-04-25 13:36:26.752339,21
light,2023-04-25 13:36:26.752341,2036
weight,2023-04-25 13:36:26.752343,108
humidity,2023-04-25 13:36:26.752345,7
temperature,2023-04-25 13:36:26.752347,186
light,2023-04-25 13:36:26.752351,4385
humidity,2023-04-25 13:36:26.752352,73
temperature,2023-04-25 13:36:26.752354,10
humidity,2023-04-25 13:36:26.752356,E0
humidity,2023-04-25 13:36:26.752358,59
light,2023-04-25 13:36:26.752359,723
temperature,2023-04-25 13:36:26.752363,7
temperature,2023-04-25 13:36:26.752365,36
light,2023-04-25 13:36:26.752367,3625
weight,2023-04-25 13:36:26.752369,30
weight,2023-04-25 13:36:26.752370,18
weight,2023-04-25 13:36:26.752372,199
humidity,2023-04-25 13:36:26.752374,83
light,2023-04-25 13:36:26.752376,108
temperature,2023-04-25 13:36:26.752378,152
weight,2023-04-25 13:36:26.752380,162
humidity,2023-04-25 13:36:26.752382,59
weight,2023-04-25 13:36:26.752384,93
temperature,2023-04-25 13:36:26.752385,177
light,2023-04-25 13:36:26.752387,5021
weight,2023-04-25 13:36:26.752389,169
light,2023-04-25 13:36:26.752391,4579
light,2023-04-25 13:36:26.752394,1988
weight,2023-04-25 13:36:26.752396,27
temperature,2023-04-25 13:36:26.752397,17
light,2023-04-25 13:36:26.752399,4018
temperature,2023-04-25 13:36:26.752401,123
humidity,2023-04-25 13:36:26.752403,88
weight,2023-04-25 13:36:26.752405,30
light,2023-04-25 13:36:26.752408,3288
light,2023-04-25 13:36:26.752410,1734
temperature,2023-04-25 13:36:26.752412,Test
temperature,2023-04-25 13:36:26.752414,E5
weight,2023-04-25 13:36:26.752415,E7
light,2023-04-25 13:36:26.752417,4892
weight,2023-04-25 13:36:26.752418,173
light,2023-04-25 13:36:26.752420,2292
humidity,2023-04-25 13:36:26.752422,64
temperature,2023-04-25 13:36:26.752424,138
weight,2023-04-25 13:36:26.752426,183
weight,2023-04-25 13:36:26.752428,96
temperature,2023-04-25 13:36:26.752429,169
temperature,2023-04-25 13:36:26.752432,E2
weight,2023-04-25 13:36:26.752433,78
humidity,2023-04-25 13:36:26.752435,38
weight,2023-04-25 13:36:26.752437,E3
weight,2023-04-25 13:36:26.752438,143
temperature,2023-04-25 13:36:26.752442,115
weight,2023-04-25 13:36:26.752444,29
light,2023-04-25 13:36:26.752446,4933
light,2023-04-25 13:36:26.752448,691
humidity,2023-04-25 13:36:26.752450,0
weight,2023-04-25 13:36:26.752454,77
temperature,2023-04-25 13:36:26.752456,136
weight,2023-04-25 13:36:26.752457,4
humidity,2023-04-25 13:36:26.752459,74
light,2023-04-25 13:36:26.752461,4168
weight,2023-04-25 13:36:26.752463,126
humidity,2023-04-25 13:36:26.752465,5
light,2023-04-25 13:36:26.752467,E9
weight,2023-04-25 13:36:26.752469,E5
humidity,2023-04-25 13:36:26.752470,84
temperature,2023-04-25 13:36:26.752472,E4
humidity,2023-04-25 13:36:26.752476,7
light,2023-04-25 13:36:26.752477,5871
temperature,2023-04-25 13:36:26.752479,103
temperature,2023-04-25 13:36:26.752481,176
humidity,2023-04-25 13:36:26.752483,13
temperature,2023-04-25 13:36:26.752485,112
humidity,2023-04-25 13:36:26.752487,44
temperature,2023-04-25 13:36:26.752489,76
light,2023-04-25 13:36:26.752491,1994
humidity,2023-04-25 13:36:26.752493,58
temperature,2023-04-25 13:36:26.752495,130
humidity,2023-04-25 13:36:26.752496,E2
weight,2023-04-25 13:36:26.752500,60
light,2023-04-25 13:36:26.752502,5007
temperature,2023-04-25 13:36:26.752504,43
light,2023-04-25 13:36:26.752505,3970
light,2023-04-25 13:36:26.752507,2074
temperature,2023-04-25 13:36:26.752510,76
temperature,2023-04-25 13:36:26.752512,62
humidity,2023-04-25 13:36:26.752513,49
humidity,2023-04-25 13:36:26.752515,16
temperature,2023-04-25 13:36:26.752517,123
humidity,2023-04-25 13:36:26.752519,69
humidity,2023-04-25 13:36:26.752521,12
temperature,2023-04-25 13:36:26.752523,5
light,2023-04-25 13:36:26.752525,4982
weight,2023-04-25 13:36:26.752527,0
temperature,2023-04-25 13:36:26.752529,11
light,2023-04-25 13:36:26.752531,3454
weight,2023-04-25 13:36:26.752533,65
humidity,2023-04-25 13:36:26.752535,18
humidity,2023-04-25 13:36:26.752537,58
light,2023-04-25 13:36:26.752538,4862
temperature,2023-04-25 13:36:26.752540,25
weight,2023-04-25 13:36:26.752542,82
temperature,2023-04-25 13:36:26.752546,2
humidity,2023-04-25 13:36:26.752547,5
humidity,2023-04-25 13:36:26.752549,2
weight,2023-04-25 13:36:26.752551,49
temperature,2023-04-25 13:36:26.752553,82
weight,2023-04-25 13:36:26.752556,182
light,2023-04-25 13:36:26.752558,4903
temperature,2023-04-25 13:36:26.752560,93
humidity,2023-04-25 13:36:26.752561,54
weight,2023-04-25 13:36:26.752564,37
light,2023-04-25 13:36:26.752565,5914
temperature,2023-04-25 13:36:26.752567,149
temperature,2023-04-25 13:36:26.752569,130
temperature,2023-04-25 13:36:26.752571,62
light,2023-04-25 13:36:26.752573,2105
weight,2023-04-25 13:36:26.752575,128
light,2023-04-25 13:36:26.752576,4809
light,2023-04-25 13:36:26.752578,5239
weight,2023-04-25 13:36:26.752580,101
humidity,2023-04-25 13:36:26.752582,
temperature,2023-04-25 13:36:26.752584,E0
light,2023-04-25 13:36:26.752585,1586
weight,2023-04-25 13:36:26.752587,164
weight,2023-04-25 13:36:26.752591,182
light,2023-04-25 13:36:26.752593,883
humidity,2023-04-25 13:36:26.752595,61
light,2023-04-25 13:36:26.752597,2037
weight,2023-04-25 13:36:26.752599,114
temperature,2023-04-25 13:36:26.752602,70
humidity,2023-04-25 13:36:26.752604,21
weight,2023-04-25 13:36:26.752606,6
humidity,2023-04-25 13:36:26.752608,63
humidity,2023-04-25 13:36:26.752609,23
humidity,2023-04-25 13:36:26.752613,50
weight,2023-04-25 13:36:26.752615,139
humidity,2023-04-25 13:36:26.752617,1
weight,2023-04-25 13:36:26.752619,47
weight,2023-04-25 13:36:26.752620,40
humidity,2023-04-25 13:36:26.752622,82
light,2023-04-25 13:36:26.752624,395
temperature,2023-04-25 13:36:26.752626,5
humidity,2023-04-25 13:36:26.752628,32
humidity,2023-04-25 13:36:26.752630,74
temperature,2023-04-25 13:36:26.752632,178
light,2023-04-25 13:36:26.752634,814
temperature,2023-04-25 13:36:26.752636,155
humidity,2023-04-25 13:36:26.752640,48
humidity,2023-04-25 13:36:26.752641,42
light,2023-04-25 13:36:26.752643,1609
temperature,2023-04-25 13:36:26.752645,52
weight,2023-04-25 13:36:26.752647,183
humidity,2023-04-25 13:36:26.752649,27
temperature,2023-04-25 13:36:26.752650,86
temperature,2023-04-25 13:36:26.752652,130
light,2023-04-25 13:36:26.752654,3939
light,2023-04-25 13:36:26.752656,588
humidity,2023-04-25 13:36:26.752658,E4
temperature,2023-04-25 13:36:26.752660,182
humidity,2023-04-25 13:36:26.752662,100
humidity,2023-04-25 13:36:26.752664,73
weight,2023-04-25 13:36:26.752666,41
humidity,2023-04-25 13:36:26.752668,3
light,2023-04-25 13:36:26.752669,554
humidity,2023-04-25 13:36:26.752673,78
temperature,2023-04-25 13:36:26.752675,145
weight,2023-04-25 13:36:26.752677,118
light,2023-04-25 13:36:26.752679,3354
temperature,2023-04-25 13:36:26.752681,189
weight,2023-04-25 13:36:26.752683,169
weight,2023-04-25 13:36:26.752687,54
light,2023-04-25 13:36:26.752689,2646
light,2023-04-25 13:36:26.752691,1742
