sensor,date,measurement
temperature,2023-04-25 13:53:31.770087,152
light,2023-04-25 13:53:31.770089,4337
humidity,2023-04-25 13:53:31.770091,32
weight,2023-04-25 13:53:31.770092,93
humidity,2023-04-25 13:53:31.770094,18
temperature,2023-04-25 13:53:31.770096,188
light,2023-04-25 13:53:31.770098,Test
light,2023-04-25 13:53:31.770100,4397
humidity,2023-04-25 13:53:31.770101,16
temperature,2023-04-25 13:53:31.770103,116
temperature,2023-04-25 13:53:31.770105,77
weight,2023-04-25 13:53:31.770107,83
light,2023-04-25 13:53:31.770111,1041
light,2023-04-25 13:53:31.770113,949
temperature,2023-04-25 13:53:31.770115,27
weight,2023-04-25 13:53:31.770119,164
weight,2023-04-25 13:53:31.770121,107
light,2023-04-25 13:53:31.770123,2219
humidity,2023-04-25 13:53:31.770125,4
light,2023-04-25 13:53:31.770126,5523
temperature,2023-04-25 13:53:31.770128,73
humidity,2023-04-25 13:53:31.770130,54
temperature,2023-04-25 13:53:31.770132,11
humidity,2023-04-25 13:53:31.770134,20
light,2023-04-25 13:53:31.770136,5698
humidity,2023-04-25 13:53:31.770138,13
temperature,2023-04-25 13:53:31.770140,43
temperature,2023-04-25 13:53:31.770142,55
light,2023-04-25 13:53:31.770144,2716
light,2023-04-25 13:53:31.770146,4121
weight,2023-04-25 13:53:31.770148,127
temperature,2023-04-25 13:53:31.770173,69
light,2023-04-25 13:53:31.770175,2363
humidity,2023-04-25 13:53:31.770179,35
light,2023-04-25 13:53:31.770181,1527
light,2023-04-25 13:53:31.770183,5263
weight,2023-04-25 13:53:31.770185,24
light,2023-04-25 13:53:31.770187,5630
humidity,2023-04-25 13:53:31.770191,Test
light,2023-04-25 13:53:31.770192,2731
humidity,2023-04-25 13:53:31.770194,E4
light,2023-04-25 13:53:31.770196,E9
temperature,2023-04-25 13:53:31.770197,155
light,2023-04-25 13:53:31.770222,1669
light,2023-04-25 13:53:31.770224,2462
light,2023-04-25 13:53:31.770226,432
humidity,2023-04-25 13:53:31.770228,-10
light,2023-04-25 13:53:31.770230,229
light,2023-04-25 13:53:31.770232,2529
light,2023-04-25 13:53:31.770234,2452
weight,2023-04-25 13:53:31.770235,124
weight,2023-04-25 13:53:31.770237,E0
weight,2023-04-25 13:53:31.770239,E4
weight,2023-04-25 13:53:31.770241,57
temperature,2023-04-25 13:53:31.770243,63
temperature,2023-04-25 13:53:31.770245,83
humidity,2023-04-25 13:53:31.770247,35
weight,2023-04-25 13:53:31.770249,72
humidity,2023-04-25 13:53:31.770251,77
humidity,2023-04-25 13:53:31.770252,91
temperature,2023-04-25 13:53:31.770254,E0
light,2023-04-25 13:53:31.770258,Test
temperature,2023-04-25 13:53:31.770260,85
weight,2023-04-25 13:53:31.770262,176
weight,2023-04-25 13:53:31.770264,130
weight,2023-04-25 13:53:31.770265,E3
weight,2023-04-25 13:53:31.770267,180
temperature,2023-04-25 13:53:31.770269,193
temperature,2023-04-25 13:53:31.770271,31
light,2023-04-25 13:53:31.770273,102
temperature,2023-04-25 13:53:31.770275,21
light,2023-04-25 13:53:31.770276,219
light,2023-04-25 13:53:31.770278,5191
humidity,2023-04-25 13:53:31.770280,10
temperature,2023-04-25 13:53:31.770282,110
temperature,2023-04-25 13:53:31.770284,41
temperature,2023-04-25 13:53:31.770286,177
temperature,2023-04-25 13:53:31.770288,127
temperature,2023-04-25 13:53:31.770290,41
weight,2023-04-25 13:53:31.770292,47
humidity,2023-04-25 13:53:31.770294,87
weight,2023-04-25 13:53:31.770296,133
weight,2023-04-25 13:53:31.770298,-10
temperature,2023-04-25 13:53:31.770299,132
temperature,2023-04-25 13:53:31.770303,178
light,2023-04-25 13:53:31.770305,323
temperature,2023-04-25 13:53:31.770307,164
temperature,2023-04-25 13:53:31.770309,75
temperature,2023-04-25 13:53:31.770310,182
light,2023-04-25 13:53:31.770312,2231
temperature,2023-04-25 13:53:31.770314,34
light,2023-04-25 13:53:31.770317,4730
weight,2023-04-25 13:53:31.770318,0
weight,2023-04-25 13:53:31.770320,68
temperature,2023-04-25 13:53:31.770322,63
weight,2023-04-25 13:53:31.770324,82
humidity,2023-04-25 13:53:31.770329,4
temperature,2023-04-25 13:53:31.770331,117
light,2023-04-25 13:53:31.770333,4818
humidity,2023-04-25 13:53:31.770335,42
temperature,2023-04-25 13:53:31.770337,139
humidity,2023-04-25 13:53:31.770339,E0
humidity,2023-04-25 13:53:31.770340,93
light,2023-04-25 13:53:31.770342,597
weight,2023-04-25 13:53:31.770344,34
humidity,2023-04-25 13:53:31.770346,10
temperature,2023-04-25 13:53:31.770348,93
humidity,2023-04-25 13:53:31.770351,84
light,2023-04-25 13:53:31.770354,3140
weight,2023-04-25 13:53:31.770356,152
light,2023-04-25 13:53:31.770358,3890
temperature,2023-04-25 13:53:31.770360,115
humidity,2023-04-25 13:53:31.770362,69
temperature,2023-04-25 13:53:31.770364,-10
weight,2023-04-25 13:53:31.770365,151
weight,2023-04-25 13:53:31.770367,61
temperature,2023-04-25 13:53:31.770369,E6
weight,2023-04-25 13:53:31.770371,82
humidity,2023-04-25 13:53:31.770373,Test
temperature,2023-04-25 13:53:31.770374,187
temperature,2023-04-25 13:53:31.770376,10
weight,2023-04-25 13:53:31.770378,76
temperature,2023-04-25 13:53:31.770380,143
humidity,2023-04-25 13:53:31.770381,82
humidity,2023-04-25 13:53:31.770385,61
light,2023-04-25 13:53:31.770387,2810
temperature,2023-04-25 13:53:31.770389,161
humidity,2023-04-25 13:53:31.770390,75
temperature,2023-04-25 13:53:31.770392,140
light,2023-04-25 13:53:31.770394,3161
weight,2023-04-25 13:53:31.770397,128
temperature,2023-04-25 13:53:31.770399,122
temperature,2023-04-25 13:53:31.770401,188
light,2023-04-25 13:53:31.770403,E6
weight,2023-04-25 13:53:31.770404,107
weight,2023-04-25 13:53:31.770406,103
humidity,2023-04-25 13:53:31.770408,E6
temperature,2023-04-25 13:53:31.770442,121
light,2023-04-25 13:53:31.770443,2836
weight,2023-04-25 13:53:31.770446,75
light,2023-04-25 13:53:31.770448,2843
temperature,2023-04-25 13:53:31.770450,83
weight,2023-04-25 13:53:31.770451,E9
weight,2023-04-25 13:53:31.770453,147
humidity,2023-04-25 13:53:31.770455,55
weight,2023-04-25 13:53:31.770457,162
light,2023-04-25 13:53:31.770459,911
weight,2023-04-25 13:53:31.770461,93
weight,2023-04-25 13:53:31.770463,3
weight,2023-04-25 13:53:31.770464,143
weight,2023-04-25 13:53:31.770466,8
temperature,2023-04-25 13:53:31.770468,30
humidity,2023-04-25 13:53:31.770470,3
temperature,2023-04-25 13:53:31.770474,75
weight,2023-04-25 13:53:31.770476,103
temperature,2023-04-25 13:53:31.770478,65
light,2023-04-25 13:53:31.770479,1049
temperature,2023-04-25 13:53:31.770481,192
temperature,2023-04-25 13:53:31.770483,141
temperature,2023-04-25 13:53:31.770487,200
light,2023-04-25 13:53:31.770489,5024
light,2023-04-25 13:53:31.770491,2328
light,2023-04-25 13:53:31.770493,E4
weight,2023-04-25 13:53:31.770494,25
temperature,2023-04-25 13:53:31.770496,87
weight,2023-04-25 13:53:31.770498,190
temperature,2023-04-25 13:53:31.770500,195
humidity,2023-04-25 13:53:31.770501,32
light,2023-04-25 13:53:31.770503,2431
light,2023-04-25 13:53:31.770505,E3
humidity,2023-04-25 13:53:31.770507,36
temperature,2023-04-25 13:53:31.770509,79
temperature,2023-04-25 13:53:31.770511,110
light,2023-04-25 13:53:31.770513,4732
humidity,2023-04-25 13:53:31.770515,59
light,2023-04-25 13:53:31.770517,281
humidity,2023-04-25 13:53:31.770521,1
humidity,2023-04-25 13:53:31.770522,55
light,2023-04-25 13:53:31.770524,-10
temperature,2023-04-25 13:53:31.770526,104
humidity,2023-04-25 13:53:31.770554,92
humidity,2023-04-25 13:53:31.770556,58
temperature,2023-04-25 13:53:31.770558,94
humidity,2023-04-25 13:53:31.770560,93
temperature,2023-04-25 13:53:31.770561,95
temperature,2023-04-25 13:53:31.770563,29
light,2023-04-25 13:53:31.770565,5025
light,2023-04-25 13:53:31.770567,3279
temperature,2023-04-25 13:53:31.770569,5
temperature,2023-04-25 13:53:31.770571,184
light,2023-04-25 13:53:31.770573,3524
weight,2023-04-25 13:53:31.770575,12
weight,2023-04-25 13:53:31.770577,57
weight,2023-04-25 13:53:31.770579,166
temperature,2023-04-25 13:53:31.770581,87
weight,2023-04-25 13:53:31.770583,90
light,2023-04-25 13:53:31.770584,E6
humidity,2023-04-25 13:53:31.770586,84
light,2023-04-25 13:53:31.770588,1407
weight,2023-04-25 13:53:31.770592,177
light,2023-04-25 13:53:31.770594,980
humidity,2023-04-25 13:53:31.770596,36
temperature,2023-04-25 13:53:31.770598,86
light,2023-04-25 13:53:31.770600,2616
weight,2023-04-25 13:53:31.770603,20
temperature,2023-04-25 13:53:31.770605,104
temperature,2023-04-25 13:53:31.770607,3
light,2023-04-25 13:53:31.770609,3645
weight,2023-04-25 13:53:31.770611,9
humidity,2023-04-25 13:53:31.770613,22
light,2023-04-25 13:53:31.770615,4694
humidity,2023-04-25 13:53:31.770617,1
light,2023-04-25 13:53:31.770619,708
light,2023-04-25 13:53:31.770621,E0
weight,2023-04-25 13:53:31.770622,112
light,2023-04-25 13:53:31.770624,3077
weight,2023-04-25 13:53:31.770626,100
temperature,2023-04-25 13:53:31.770628,E2
weight,2023-04-25 13:53:31.770662,-10
light,2023-04-25 13:53:31.770664,5645
temperature,2023-04-25 13:53:31.770666,115
humidity,2023-04-25 13:53:31.770668,68
light,2023-04-25 13:53:31.770673,2963
humidity,2023-04-25 13:53:31.770675,59
light,2023-04-25 13:53:31.770677,3687
light,2023-04-25 13:53:31.770679,2606
weight,2023-04-25 13:53:31.770681,32
temperature,2023-04-25 13:53:31.770683,21
weight,2023-04-25 13:53:31.770685,168
weight,2023-04-25 13:53:31.770687,88
light,2023-04-25 13:53:31.770689,4722
humidity,2023-04-25 13:53:31.770691,E8
light,2023-04-25 13:53:31.770695,3266
temperature,2023-04-25 13:53:31.770697,158
temperature,2023-04-25 13:53:31.770699,92
temperature,2023-04-25 13:53:31.770701,31
temperature,2023-04-25 13:53:31.770703,131
light,2023-04-25 13:53:31.770706,3279
humidity,2023-04-25 13:53:31.770707,77
light,2023-04-25 13:53:31.770709,1143
light,2023-04-25 13:53:31.770747,4219
temperature,2023-04-25 13:53:31.770750,69
weight,2023-04-25 13:53:31.770752,47
temperature,2023-04-25 13:53:31.770753,41
temperature,2023-04-25 13:53:31.770755,40
light,2023-04-25 13:53:31.770765,5459
weight,2023-04-25 13:53:31.770767,169
weight,2023-04-25 13:53:31.770769,110
weight,2023-04-25 13:53:31.770771,160
temperature,2023-04-25 13:53:31.770773,40
temperature,2023-04-25 13:53:31.770775,78
temperature,2023-04-25 13:53:31.770776,20
weight,2023-04-25 13:53:31.770778,53
light,2023-04-25 13:53:31.770780,4376
temperature,2023-04-25 13:53:31.770782,90
humidity,2023-04-25 13:53:31.770784,61
light,2023-04-25 13:53:31.770786,3543
light,2023-04-25 13:53:31.770788,676
humidity,2023-04-25 13:53:31.770790,8
light,2023-04-25 13:53:31.770792,4966
temperature,2023-04-25 13:53:31.770793,144
light,2023-04-25 13:53:31.770795,3935
temperature,2023-04-25 13:53:31.770797,E9
temperature,2023-04-25 13:53:31.770799,87
humidity,2023-04-25 13:53:31.770802,E2
humidity,2023-04-25 13:53:31.770804,86
temperature,2023-04-25 13:53:31.770806,53
weight,2023-04-25 13:53:31.770808,149
humidity,2023-04-25 13:53:31.770835,66
temperature,2023-04-25 13:53:31.770837,2
weight,2023-04-25 13:53:31.770839,54
humidity,2023-04-25 13:53:31.770841,24
humidity,2023-04-25 13:53:31.770843,53
humidity,2023-04-25 13:53:31.770845,46
humidity,2023-04-25 13:53:31.770847,74
humidity,2023-04-25 13:53:31.770849,E7
weight,2023-04-25 13:53:31.770850,169
humidity,2023-04-25 13:53:31.770852,18
light,2023-04-25 13:53:31.770854,3744
temperature,2023-04-25 13:53:31.770856,100
light,2023-04-25 13:53:31.770858,3128
temperature,2023-04-25 13:53:31.770860,149
temperature,2023-04-25 13:53:31.770862,179
light,2023-04-25 13:53:31.770863,2877
weight,2023-04-25 13:53:31.770865,134
light,2023-04-25 13:53:31.770869,2898
weight,2023-04-25 13:53:31.770871,193
light,2023-04-25 13:53:31.770873,3961
humidity,2023-04-25 13:53:31.770875,91
weight,2023-04-25 13:53:31.770878,59
light,2023-04-25 13:53:31.770880,3204
temperature,2023-04-25 13:53:31.770884,110
temperature,2023-04-25 13:53:31.770885,30
temperature,2023-04-25 13:53:31.770888,140
humidity,2023-04-25 13:53:31.770889,19
weight,2023-04-25 13:53:31.770892,38
weight,2023-04-25 13:53:31.770894,77
humidity,2023-04-25 13:53:31.770896,59
light,2023-04-25 13:53:31.770898,5164
light,2023-04-25 13:53:31.770900,2536
temperature,2023-04-25 13:53:31.770902,E5
weight,2023-04-25 13:53:31.770904,166
light,2023-04-25 13:53:31.770905,4210
light,2023-04-25 13:53:31.770907,4181
temperature,2023-04-25 13:53:31.770909,110
light,2023-04-25 13:53:31.770911,5913
weight,2023-04-25 13:53:31.770913,2
temperature,2023-04-25 13:53:31.770915,31
weight,2023-04-25 13:53:31.770916,159
light,2023-04-25 13:53:31.770918,3177
temperature,2023-04-25 13:53:31.770920,22
temperature,2023-04-25 13:53:31.770922,E2
weight,2023-04-25 13:53:31.770924,E8
light,2023-04-25 13:53:31.770925,4502
light,2023-04-25 13:53:31.770930,769
temperature,2023-04-25 13:53:31.770932,60
humidity,2023-04-25 13:53:31.770934,33
temperature,2023-04-25 13:53:31.770936,56
humidity,2023-04-25 13:53:31.770938,62
temperature,2023-04-25 13:53:31.770940,69
humidity,2023-04-25 13:53:31.770942,33
weight,2023-04-25 13:53:31.770944,149
temperature,2023-04-25 13:53:31.770945,50
weight,2023-04-25 13:53:31.770947,136
light,2023-04-25 13:53:31.770949,794
weight,2023-04-25 13:53:31.770951,54
humidity,2023-04-25 13:53:31.770953,18
weight,2023-04-25 13:53:31.770955,149
light,2023-04-25 13:53:31.770957,2645
temperature,2023-04-25 13:53:31.770959,175
light,2023-04-25 13:53:31.770961,4293
light,2023-04-25 13:53:31.770963,1766
weight,2023-04-25 13:53:31.770965,Test
weight,2023-04-25 13:53:31.770967,127
light,2023-04-25 13:53:31.770969,1054
humidity,2023-04-25 13:53:31.770970,42
light,2023-04-25 13:53:31.770973,346
temperature,2023-04-25 13:53:31.770977,17
temperature,2023-04-25 13:53:31.770979,126
weight,2023-04-25 13:53:31.770981,16
weight,2023-04-25 13:53:31.770982,91
humidity,2023-04-25 13:53:31.770984,E8
weight,2023-04-25 13:53:31.770986,90
weight,2023-04-25 13:53:31.770988,18
weight,2023-04-25 13:53:31.770989,125
temperature,2023-04-25 13:53:31.770991,176
temperature,2023-04-25 13:53:31.770993,118
temperature,2023-04-25 13:53:31.770995,134
weight,2023-04-25 13:53:31.771000,138
humidity,2023-04-25 13:53:31.771002,92
humidity,2023-04-25 13:53:31.771004,9
humidity,2023-04-25 13:53:31.771006,28
light,2023-04-25 13:53:31.771008,581
weight,2023-04-25 13:53:31.771010,153
weight,2023-04-25 13:53:31.771011,192
humidity,2023-04-25 13:53:31.771013,14
humidity,2023-04-25 13:53:31.771015,25
humidity,2023-04-25 13:53:31.771017,48
temperature,2023-04-25 13:53:31.771019,140
light,2023-04-25 13:53:31.771021,3686
light,2023-04-25 13:53:31.771025,4364
light,2023-04-25 13:53:31.771027,E2
temperature,2023-04-25 13:53:31.771029,188
temperature,2023-04-25 13:53:31.771030,107
weight,2023-04-25 13:53:31.771032,197
humidity,2023-04-25 13:53:31.771034,3
weight,2023-04-25 13:53:31.771036,E4
temperature,2023-04-25 13:53:31.771038,40
light,2023-04-25 13:53:31.771040,1551
light,2023-04-25 13:53:31.771041,E5
temperature,2023-04-25 13:53:31.771043,0
weight,2023-04-25 13:53:31.771045,194
temperature,2023-04-25 13:53:31.771047,88
weight,2023-04-25 13:53:31.771049,135
weight,2023-04-25 13:53:31.771051,164
light,2023-04-25 13:53:31.771052,4517
light,2023-04-25 13:53:31.771054,4729
temperature,2023-04-25 13:53:31.771056,162
light,2023-04-25 13:53:31.771058,2090
light,2023-04-25 13:53:31.771060,4755
weight,2023-04-25 13:53:31.771062,23
light,2023-04-25 13:53:31.771063,5465
humidity,2023-04-25 13:53:31.771065,63
weight,2023-04-25 13:53:31.771069,8
weight,2023-04-25 13:53:31.771071,14
humidity,2023-04-25 13:53:31.771072,Test
temperature,2023-04-25 13:53:31.771074,136
weight,2023-04-25 13:53:31.771076,185
weight,2023-04-25 13:53:31.771077,32
humidity,2023-04-25 13:53:31.771079,50
weight,2023-04-25 13:53:31.771081,128
weight,2023-04-25 13:53:31.771083,111
weight,2023-04-25 13:53:31.771085,198
humidity,2023-04-25 13:53:31.771087,6
weight,2023-04-25 13:53:31.771088,126
humidity,2023-04-25 13:53:31.771090,20
humidity,2023-04-25 13:53:31.771092,20
temperature,2023-04-25 13:53:31.771094,143
light,2023-04-25 13:53:31.771096,4188
temperature,2023-04-25 13:53:31.771097,185
weight,2023-04-25 13:53:31.771099,65
light,2023-04-25 13:53:31.771101,Test
temperature,2023-04-25 13:53:31.771102,76
weight,2023-04-25 13:53:31.771104,111
light,2023-04-25 13:53:31.771106,1282
humidity,2023-04-25 13:53:31.771108,29
light,2023-04-25 13:53:31.771112,Test
humidity,2023-04-25 13:53:31.771113,71
weight,2023-04-25 13:53:31.771115,124
light,2023-04-25 13:53:31.771117,-10
humidity,2023-04-25 13:53:31.771118,17
weight,2023-04-25 13:53:31.771122,10
temperature,2023-04-25 13:53:31.771124,52
weight,2023-04-25 13:53:31.771126,92
humidity,2023-04-25 13:53:31.771128,11
humidity,2023-04-25 13:53:31.771130,5
temperature,2023-04-25 13:53:31.771132,163
humidity,2023-04-25 13:53:31.771133,E2
temperature,2023-04-25 13:53:31.771135,123
humidity,2023-04-25 13:53:31.771137,50
temperature,2023-04-25 13:53:31.771139,29
temperature,2023-04-25 13:53:31.771140,167
light,2023-04-25 13:53:31.771142,1593
weight,2023-04-25 13:53:31.771144,120
temperature,2023-04-25 13:53:31.771146,173
temperature,2023-04-25 13:53:31.771148,104
light,2023-04-25 13:53:31.771149,5281
light,2023-04-25 13:53:31.771151,1928
light,2023-04-25 13:53:31.771153,458
temperature,2023-04-25 13:53:31.771167,152
weight,2023-04-25 13:53:31.771168,42
light,2023-04-25 13:53:31.771170,3967
light,2023-04-25 13:53:31.771174,4398
temperature,2023-04-25 13:53:31.771176,127
humidity,2023-04-25 13:53:31.771178,84
weight,2023-04-25 13:53:31.771180,E2
light,2023-04-25 13:53:31.771181,31
humidity,2023-04-25 13:53:31.771183,13
light,2023-04-25 13:53:31.771185,5039
humidity,2023-04-25 13:53:31.771187,96
weight,2023-04-25 13:53:31.771189,146
temperature,2023-04-25 13:53:31.771191,43
temperature,2023-04-25 13:53:31.771193,13
temperature,2023-04-25 13:53:31.771195,56
weight,2023-04-25 13:53:31.771196,48
light,2023-04-25 13:53:31.771198,260
temperature,2023-04-25 13:53:31.771200,182
humidity,2023-04-25 13:53:31.771202,93
temperature,2023-04-25 13:53:31.771204,143
humidity,2023-04-25 13:53:31.771205,36
weight,2023-04-25 13:53:31.771207,104
temperature,2023-04-25 13:53:31.771209,194
weight,2023-04-25 13:53:31.771213,62
temperature,2023-04-25 13:53:31.771215,188
humidity,2023-04-25 13:53:31.771216,7
temperature,2023-04-25 13:53:31.771218,101
light,2023-04-25 13:53:31.771220,1886
weight,2023-04-25 13:53:31.771222,28
weight,2023-04-25 13:53:31.771224,17
temperature,2023-04-25 13:53:31.771226,45
humidity,2023-04-25 13:53:31.771228,96
humidity,2023-04-25 13:53:31.771229,76
light,2023-04-25 13:53:31.771231,3714
humidity,2023-04-25 13:53:31.771233,82
weight,2023-04-25 13:53:31.771235,96
temperature,2023-04-25 13:53:31.771237,E3
humidity,2023-04-25 13:53:31.771238,3
weight,2023-04-25 13:53:31.771240,185
humidity,2023-04-25 13:53:31.771242,92
weight,2023-04-25 13:53:31.771244,E0
humidity,2023-04-25 13:53:31.771245,8
humidity,2023-04-25 13:53:31.771247,77
temperature,2023-04-25 13:53:31.771249,195
humidity,2023-04-25 13:53:31.771251,48
temperature,2023-04-25 13:53:31.771255,10
humidity,2023-04-25 13:53:31.771258,49
weight,2023-04-25 13:53:31.771260,80
temperature,2023-04-25 13:53:31.771261,170
humidity,2023-04-25 13:53:31.771263,4
humidity,2023-04-25 13:53:31.771265,7
weight,2023-04-25 13:53:31.771267,5
temperature,2023-04-25 13:53:31.771269,177
humidity,2023-04-25 13:53:31.771270,70
temperature,2023-04-25 13:53:31.771272,100
light,2023-04-25 13:53:31.771274,E3
humidity,2023-04-25 13:53:31.771275,44
weight,2023-04-25 13:53:31.771277,-10
weight,2023-04-25 13:53:31.771279,9
light,2023-04-25 13:53:31.771281,3947
humidity,2023-04-25 13:53:31.771282,41
humidity,2023-04-25 13:53:31.771284,54
weight,2023-04-25 13:53:31.771286,17
humidity,2023-04-25 13:53:31.771288,76
light,2023-04-25 13:53:31.771290,E5
temperature,2023-04-25 13:53:31.771291,90
temperature,2023-04-25 13:53:31.771293,97
temperature,2023-04-25 13:53:31.771295,191
temperature,2023-04-25 13:53:31.771297,13
humidity,2023-04-25 13:53:31.771301,11
humidity,2023-04-25 13:53:31.771302,56
weight,2023-04-25 13:53:31.771304,181
light,2023-04-25 13:53:31.771306,1799
temperature,2023-04-25 13:53:31.771308,136
light,2023-04-25 13:53:31.771310,5463
humidity,2023-04-25 13:53:31.771312,63
weight,2023-04-25 13:53:31.771313,143
humidity,2023-04-25 13:53:31.771315,11
weight,2023-04-25 13:53:31.771317,E3
humidity,2023-04-25 13:53:31.771318,100
temperature,2023-04-25 13:53:31.771321,152
weight,2023-04-25 13:53:31.771323,36
light,2023-04-25 13:53:31.771325,4108
humidity,2023-04-25 13:53:31.771327,62
humidity,2023-04-25 13:53:31.771329,93
weight,2023-04-25 13:53:31.771331,109
weight,2023-04-25 13:53:31.771333,104
humidity,2023-04-25 13:53:31.771337,1
light,2023-04-25 13:53:31.771339,148
light,2023-04-25 13:53:31.771341,4996
humidity,2023-04-25 13:53:31.771343,58
light,2023-04-25 13:53:31.771345,5625
temperature,2023-04-25 13:53:31.771349,170
light,2023-04-25 13:53:31.771351,1702
light,2023-04-25 13:53:31.771353,5699
humidity,2023-04-25 13:53:31.771355,49
humidity,2023-04-25 13:53:31.771357,67
humidity,2023-04-25 13:53:31.771359,Test
light,2023-04-25 13:53:31.771361,1016
weight,2023-04-25 13:53:31.771363,123
weight,2023-04-25 13:53:31.771365,102
temperature,2023-04-25 13:53:31.771367,125
light,2023-04-25 13:53:31.771369,5147
light,2023-04-25 13:53:31.771372,4941
humidity,2023-04-25 13:53:31.771373,E1
light,2023-04-25 13:53:31.771375,E9
light,2023-04-25 13:53:31.771377,3262
humidity,2023-04-25 13:53:31.771378,93
temperature,2023-04-25 13:53:31.771382,138
temperature,2023-04-25 13:53:31.771384,86
weight,2023-04-25 13:53:31.771386,162
humidity,2023-04-25 13:53:31.771388,3
humidity,2023-04-25 13:53:31.771390,91
humidity,2023-04-25 13:53:31.771392,9
temperature,2023-04-25 13:53:31.771394,6
temperature,2023-04-25 13:53:31.771398,170
weight,2023-04-25 13:53:31.771400,167
light,2023-04-25 13:53:31.771402,1773
humidity,2023-04-25 13:53:31.771403,45
weight,2023-04-25 13:53:31.771405,134
weight,2023-04-25 13:53:31.771407,168
humidity,2023-04-25 13:53:31.771409,51
light,2023-04-25 13:53:31.771411,962
humidity,2023-04-25 13:53:31.771413,98
temperature,2023-04-25 13:53:31.771415,57
humidity,2023-04-25 13:53:31.771416,56
humidity,2023-04-25 13:53:31.771418,3
humidity,2023-04-25 13:53:31.771420,6
weight,2023-04-25 13:53:31.771422,37
humidity,2023-04-25 13:53:31.771424,83
weight,2023-04-25 13:53:31.771426,140
temperature,2023-04-25 13:53:31.771427,95
weight,2023-04-25 13:53:31.771429,186
temperature,2023-04-25 13:53:31.771431,123
humidity,2023-04-25 13:53:31.771433,37
weight,2023-04-25 13:53:31.771435,135
temperature,2023-04-25 13:53:31.771437,12
light,2023-04-25 13:53:31.771439,E9
temperature,2023-04-25 13:53:31.771442,115
light,2023-04-25 13:53:31.771444,5603
weight,2023-04-25 13:53:31.771446,109
temperature,2023-04-25 13:53:31.771448,89
weight,2023-04-25 13:53:31.771450,30
weight,2023-04-25 13:53:31.771452,70
light,2023-04-25 13:53:31.771454,2003
temperature,2023-04-25 13:53:31.771455,173
temperature,2023-04-25 13:53:31.771457,141
temperature,2023-04-25 13:53:31.771459,28
temperature,2023-04-25 13:53:31.771461,E9
light,2023-04-25 13:53:31.771462,4597
weight,2023-04-25 13:53:31.771464,105
humidity,2023-04-25 13:53:31.771466,63
humidity,2023-04-25 13:53:31.771468,56
humidity,2023-04-25 13:53:31.771470,21
weight,2023-04-25 13:53:31.771472,57
light,2023-04-25 13:53:31.771474,2055
weight,2023-04-25 13:53:31.771476,6
weight,2023-04-25 13:53:31.771477,158
light,2023-04-25 13:53:31.771479,2589
light,2023-04-25 13:53:31.771481,4396
weight,2023-04-25 13:53:31.771483,171
temperature,2023-04-25 13:53:31.771487,126
temperature,2023-04-25 13:53:31.771488,3
temperature,2023-04-25 13:53:31.771490,E3
light,2023-04-25 13:53:31.771492,1969
temperature,2023-04-25 13:53:31.771494,19
humidity,2023-04-25 13:53:31.771496,E6
light,2023-04-25 13:53:31.771497,3272
weight,2023-04-25 13:53:31.771499,104
light,2023-04-25 13:53:31.771501,4223
temperature,2023-04-25 13:53:31.771503,185
weight,2023-04-25 13:53:31.771510,29
light,2023-04-25 13:53:31.771511,1022
temperature,2023-04-25 13:53:31.771513,90
humidity,2023-04-25 13:53:31.771515,E7
weight,2023-04-25 13:53:31.771516,117
weight,2023-04-25 13:53:31.771518,79
light,2023-04-25 13:53:31.771520,3404
humidity,2023-04-25 13:53:31.771522,77
weight,2023-04-25 13:53:31.771524,34
light,2023-04-25 13:53:31.771526,4013
humidity,2023-04-25 13:53:31.771528,23
humidity,2023-04-25 13:53:31.771529,16
temperature,2023-04-25 13:53:31.771531,178
light,2023-04-25 13:53:31.771535,5070
humidity,2023-04-25 13:53:31.771537,78
temperature,2023-04-25 13:53:31.771539,19
humidity,2023-04-25 13:53:31.771540,E4
weight,2023-04-25 13:53:31.771542,165
temperature,2023-04-25 13:53:31.771544,86
light,2023-04-25 13:53:31.771546,2394
weight,2023-04-25 13:53:31.771547,152
temperature,2023-04-25 13:53:31.771549,200
temperature,2023-04-25 13:53:31.771551,171
light,2023-04-25 13:53:31.771553,4137
weight,2023-04-25 13:53:31.771555,122
weight,2023-04-25 13:53:31.771557,24
weight,2023-04-25 13:53:31.771558,90
weight,2023-04-25 13:53:31.771560,102
light,2023-04-25 13:53:31.771562,4537
light,2023-04-25 13:53:31.771564,4836
light,2023-04-25 13:53:31.771566,5899
humidity,2023-04-25 13:53:31.771568,37
humidity,2023-04-25 13:53:31.771570,83
light,2023-04-25 13:53:31.771572,3029
light,2023-04-25 13:53:31.771573,2479
light,2023-04-25 13:53:31.771575,1311
temperature,2023-04-25 13:53:31.771582,145
weight,2023-04-25 13:53:31.771584,E3
weight,2023-04-25 13:53:31.771586,96
weight,2023-04-25 13:53:31.771588,112
temperature,2023-04-25 13:53:31.771590,127
humidity,2023-04-25 13:53:31.771592,77
humidity,2023-04-25 13:53:31.771593,26
light,2023-04-25 13:53:31.771595,5729
humidity,2023-04-25 13:53:31.771597,45
humidity,2023-04-25 13:53:31.771599,81
light,2023-04-25 13:53:31.771602,3548
weight,2023-04-25 13:53:31.771603,185
weight,2023-04-25 13:53:31.771605,171
